RowNumber,CreditScore,Geography_Spain,Geography_France,Geography_Germany,Gender_Male,Gender_Female,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Point Earned,Loyalty_Score,Complain_score
4022,772,0,0,1,0,1,48,6,108736.52,1,1,0,184564.67,4,811,31.11,0.23120520280025025
4038,841,0,1,0,0,1,52,5,0.0,1,0,0,183239.71,5,783,32.33,-0.23823884926529693
4052,793,0,1,0,0,1,63,9,116270.72,1,1,1,184243.25,3,236,28.86,-8.440087418421447e-05
4054,550,1,0,0,1,0,51,5,0.0,2,1,0,153917.41,2,977,27.27,-3.433781212302928e-05
4056,452,0,1,0,0,1,60,6,121730.49,1,1,1,142963.29,3,449,26.49,5.467827083580307e-06
4063,559,0,1,0,1,0,45,8,24043.45,1,0,1,169781.45,5,851,39.51,1.1227181430695075
4067,823,0,1,0,0,1,44,1,0.0,2,0,1,182495.7,2,639,19.89,-3.8153428474288546e-05
4079,656,1,0,0,1,0,47,1,0.0,2,1,1,197961.93,5,402,26.52,-8.389442936437686e-05
4084,850,1,0,0,0,1,45,4,114347.85,2,1,1,109089.04,4,744,31.44,8.089877889921261e-05
4090,662,0,1,0,0,1,47,6,0.0,2,1,1,129392.75,4,629,33.29,3.332227005043149e-05
4094,764,1,0,0,0,1,48,1,75990.97,1,1,0,158323.81,2,298,12.48,1.1284073546579858
4115,624,0,0,1,1,0,54,3,116726.22,1,1,0,110498.1,5,710,28.6,1.991499151546835
4123,577,0,1,0,1,0,60,10,125389.7,2,1,1,178616.73,2,309,30.09,-0.00013446647400081716
4126,692,1,0,0,0,1,49,9,0.0,2,1,0,178342.63,1,373,24.23,-6.322389977833363e-05
4128,712,1,0,0,1,0,52,9,0.0,1,1,1,117977.45,1,294,23.44,1.9931453396331993
4132,533,0,1,0,1,0,47,9,83347.25,1,1,1,137696.25,5,418,36.68,9.81136654857492e-05
4137,651,0,1,0,1,0,44,2,0.0,3,1,0,102530.35,2,992,24.92,0.39119336891632733
4144,500,0,1,0,1,0,45,2,109162.82,1,1,1,126145.08,5,277,24.77,0.00013072800254982926
4145,655,0,1,0,1,0,44,8,87471.63,1,0,1,188593.98,4,712,35.12,3.0407716138189e-05
4148,749,0,0,1,1,0,66,6,182532.23,2,1,1,195429.92,2,283,23.83,-0.0002018120601559781
4158,850,1,0,0,1,0,62,5,0.0,2,1,1,180243.56,5,324,31.74,-0.00015011548672136035
4166,775,0,1,0,1,0,60,7,0.0,2,1,1,111558.7,1,830,27.8,-1.9833034518834105e-05
4189,644,0,0,1,1,0,47,9,137774.11,2,1,0,151902.78,5,499,37.49,-5.157866657172689e-06
4195,572,0,0,1,0,1,54,9,97382.53,1,1,1,195771.95,3,316,29.66,-4.620279001982011e-05
4196,626,0,0,1,0,1,47,2,103108.8,1,0,1,166475.44,3,279,18.79,0.9783811426990208
4202,668,0,0,1,0,1,46,7,161806.09,1,1,1,173052.19,4,794,34.44,4.410787997053833e-05
4204,791,0,1,0,0,1,52,7,0.0,1,1,1,122782.5,2,450,25.0,9.143821353382325e-05
4210,682,0,1,0,1,0,55,9,0.0,1,1,0,153356.8,5,294,33.44,0.39742940617158273
4221,589,1,0,0,0,1,45,1,0.0,1,0,0,125939.22,4,300,18.5,2.6217293453792547
4224,726,0,0,1,0,1,51,8,107494.86,2,1,0,140937.91,2,794,29.94,-0.24300804684821448
4233,745,0,1,0,1,0,47,5,0.0,2,0,0,145789.71,1,637,20.87,5.2922202286801616e-06
4241,634,0,1,0,0,1,45,2,0.0,1,1,1,143458.31,3,863,24.630000000000003,0.00010113162008164981
4243,526,0,0,1,1,0,50,5,124233.24,1,0,1,159456.87,5,577,32.27,0.8322939583825203
4248,637,1,0,0,0,1,54,5,0.0,1,0,1,150836.98,2,259,20.09,3.061202491166124e-05
4265,667,0,0,1,0,1,56,8,137464.04,1,1,0,130846.79,3,235,25.35,1.038383485326633
4278,775,0,0,1,1,0,51,2,123783.25,1,1,1,134901.57,2,489,17.89,7.715507317976169e-05
4293,706,1,0,0,0,1,46,2,127660.46,2,1,0,150156.82,2,334,16.34,0.08522013905079678
4294,733,1,0,0,1,0,44,3,106070.89,1,0,1,101617.43,4,705,27.55,0.00017909119343056807
4298,538,1,0,0,1,0,68,9,0.0,2,1,0,110440.5,3,252,29.02,-1.3879397190401948
4304,573,1,0,0,1,0,56,3,154669.77,1,0,1,115462.27,5,454,28.04,1.5643961407540221
4317,850,1,0,0,1,0,44,7,89118.26,1,1,0,104240.77,1,668,22.18,3.49230825113082
4336,708,1,0,0,0,1,64,5,0.0,3,0,1,112520.07,2,465,26.15,-2.5240945193810513
4341,577,1,0,0,0,1,44,8,115557.0,1,0,1,127506.76,1,336,22.36,0.00013483425740390447
4346,720,0,0,1,1,0,46,3,97042.6,1,1,1,133516.51,2,809,22.59,2.2339675095990006
4349,635,0,0,1,0,1,44,2,79064.85,2,0,1,113291.75,1,855,20.55,8.014838883587077e-05
4355,558,1,0,0,1,0,45,4,0.0,1,1,0,131807.14,4,248,22.48,0.00012104890204011612
4359,483,0,1,0,1,0,48,1,0.0,2,1,1,110059.38,3,471,21.21,5.993801281549243e-05
4360,545,0,0,1,0,1,44,2,127536.44,1,1,0,108398.63,5,320,23.2,0.0001674989608550626
4362,781,0,0,1,0,1,48,9,82794.18,1,1,0,124720.68,5,834,38.84,2.2773331347259873
4367,662,0,1,0,1,0,74,6,0.0,2,1,0,123583.85,1,512,21.12,-0.00013046563478626556
4368,573,1,0,0,1,0,50,0,159304.07,1,0,1,155915.24,4,466,20.66,0.9533859522075671
4374,546,1,0,0,0,1,45,2,0.0,1,0,0,197789.83,4,603,23.03,0.16508265375821488
4379,757,0,1,0,0,1,71,0,88084.13,2,1,1,154337.47,4,522,23.22,-0.00016373590783072813
4388,732,1,0,0,0,1,67,1,0.0,2,1,1,177783.04,5,407,26.57,-0.00017807931513707772
4393,787,0,1,0,1,0,51,0,58137.08,1,0,1,142538.31,5,456,23.56,6.410032384355785e-05
4397,721,0,0,1,1,0,68,4,136525.99,1,0,0,175399.14,4,439,24.39,-0.0001014521709024932
4400,670,0,1,0,0,1,45,9,104930.38,1,1,0,155921.81,3,720,31.7,1.5965935736755756
4403,710,0,0,1,0,1,46,10,120530.34,1,1,0,166586.99,4,977,38.77,1.103253584103869
4419,682,1,0,0,0,1,47,10,134032.01,1,1,0,144290.97,3,725,33.25,8.684021417767137e-05
4427,707,0,1,0,0,1,44,6,0.0,2,1,1,192542.17,4,463,31.63,-5.5327529931676395e-05
4435,633,1,0,0,0,1,46,3,0.0,2,1,0,120250.58,2,477,19.27,5.5384502038085295e-05
4439,672,0,0,1,1,0,68,0,126061.51,2,1,1,184936.77,4,564,23.64,-0.00019674237604255752
4448,666,0,0,1,0,1,50,7,109062.28,1,1,1,140136.1,5,542,34.92,1.4928910737037548
4451,633,0,1,0,1,0,59,2,103996.74,1,1,1,103159.11,4,678,25.78,7.99457305088078e-05
4458,713,0,0,1,1,0,47,1,95994.98,1,1,0,197529.23,5,757,26.07,-4.1687948229819414e-06
4471,516,0,0,1,0,1,53,1,156674.2,1,1,0,118502.34,4,827,23.77,1.846512356175677
4472,826,1,0,0,0,1,56,8,174506.1,2,0,1,161802.82,3,808,35.08,-1.5998331628821671
4480,598,0,1,0,1,0,47,2,0.0,2,1,1,186116.54,1,316,15.16,-6.364513486966108e-05
4481,655,0,1,0,0,1,45,0,0.0,2,1,0,166830.71,2,434,14.34,-1.780865753358502e-05
4489,716,0,1,0,0,1,44,6,155114.9,1,0,0,133871.83,5,682,32.82,0.00012395338502152781
4498,713,1,0,0,0,1,47,1,0.0,1,1,0,107825.08,5,571,24.21,2.9836976300104445
4500,536,0,0,1,0,1,44,4,121898.82,1,0,0,131007.18,2,763,21.63,0.00012885040753191266
4502,512,0,1,0,0,1,75,2,0.0,1,1,0,123304.62,3,355,17.55,-5.743635289679528e-05
4503,698,1,0,0,1,0,45,5,164450.94,1,1,0,141970.02,3,347,21.97,2.073619708118854
4512,634,0,1,0,0,1,45,2,0.0,4,1,0,101039.53,2,611,23.11,-1.2663183600100019
4513,666,0,1,0,1,0,51,2,148222.65,1,0,0,156953.54,2,595,16.95,0.7891989496826328
4521,652,0,0,1,1,0,46,10,121063.8,3,1,0,151481.86,5,683,42.83,-1.5398823052151802
4530,664,0,1,0,0,1,44,8,142989.69,1,1,1,115452.51,3,750,32.5,3.108967261008186
4537,642,0,1,0,0,1,55,7,0.0,2,1,1,101515.76,1,918,28.68,2.950503685071586e-05
4550,537,0,1,0,1,0,59,9,0.0,2,0,0,103799.77,4,948,38.98,-0.002708228108528911
4552,651,1,0,0,0,1,46,4,89743.05,1,1,0,156425.57,5,860,31.6,1.450683046778881
4560,528,0,0,1,0,1,62,7,133201.17,1,0,0,168507.68,1,866,24.16,-1.0214000151262002
4564,705,0,0,1,0,1,64,3,153469.26,3,0,0,146573.66,4,875,31.25,-3.6884219928892
4580,534,0,1,0,1,0,52,1,0.0,3,1,1,104035.41,5,278,27.28,-0.689757800103871
4591,635,0,1,0,0,1,78,6,47536.4,1,1,1,119400.08,4,896,33.96,-7.006367611823736e-05
4598,706,0,0,1,0,1,46,4,105214.58,1,1,0,108699.59,3,635,23.35,3.082483679666646
4608,653,0,1,0,1,0,51,3,0.0,1,1,0,170426.65,3,435,19.85,0.32853937967555374
4613,748,0,1,0,0,1,49,7,29602.08,1,0,0,163550.58,4,699,31.49,0.821012229495625
4620,708,0,1,0,0,1,47,0,126589.12,2,0,1,132730.07,5,856,29.56,0.5523722997301433
4625,629,0,1,0,1,0,46,1,130666.2,1,1,1,161125.67,1,586,14.36,1.289981765115607
4630,850,0,0,1,1,0,49,8,98649.55,1,1,0,119174.88,5,568,34.68,2.3382633230266023
4634,477,0,0,1,1,0,48,8,129250.0,2,1,1,157937.35,1,885,29.85,-2.1907761307535034e-05
4641,687,0,1,0,0,1,44,9,0.0,2,0,0,103042.2,4,309,32.59,1.9534906436594333
4645,712,1,0,0,1,0,74,5,0.0,2,0,0,151425.82,2,942,26.92,-0.00017806054300313664
4649,689,1,0,0,0,1,57,4,0.0,2,1,0,136649.8,2,909,25.09,-0.8685118374028147
4654,489,0,1,0,0,1,51,3,0.0,2,0,1,174098.28,3,683,26.33,-1.3767954044423893
4658,687,0,1,0,1,0,48,4,0.0,2,1,1,170893.85,5,510,32.1,-4.405646085400715e-05
4663,652,1,0,0,1,0,58,6,0.0,2,0,1,170025.43,2,596,26.96,-0.00010691193482402274
4672,616,0,0,1,0,1,45,6,128352.59,3,1,1,144000.59,5,584,37.84,-1.1554034925759888
4678,706,0,0,1,0,1,48,10,104478.12,3,0,1,158248.71,1,574,31.74,-2.028620810237638
4681,676,0,0,1,1,0,48,3,80697.44,1,0,0,101397.86,3,856,24.06,0.00015373053747397156
4688,769,0,1,0,1,0,48,2,96542.16,2,0,1,197885.72,3,827,26.27,-9.019815180661272e-05
4690,771,1,0,0,1,0,45,0,139825.56,1,0,0,170984.97,5,727,24.27,1.0815685491231273
4698,537,0,0,1,1,0,48,4,131834.8,1,1,0,166476.95,3,925,26.25,0.8496430629237445
4700,844,1,0,0,1,0,56,5,99529.7,1,0,1,157230.06,1,293,17.43,0.13631218823333516
4704,692,1,0,0,0,1,44,8,0.0,1,0,1,159069.37,4,706,35.06,8.087904065613492e-05
4713,474,0,1,0,1,0,54,3,0.0,1,1,0,108409.17,2,427,16.77,2.0629218294270637
4722,757,0,1,0,0,1,44,4,123322.15,1,1,0,137136.29,2,521,19.21,0.0001183729008073128
4725,543,0,0,1,1,0,49,6,59532.18,1,1,0,104253.56,3,301,23.01,0.0001424148138209691
4727,633,0,0,1,1,0,50,7,88302.65,1,1,1,195937.16,4,382,30.32,-2.0749207477544853e-05
4743,506,0,0,1,1,0,59,8,119152.1,2,1,1,170679.74,2,979,33.79,-0.00011446445655562598
4744,511,1,0,0,0,1,57,8,122950.31,1,1,1,181258.76,2,757,29.57,-4.069498404404985e-05
4746,768,0,0,1,1,0,49,1,133384.66,1,1,0,102397.22,2,684,16.34,2.9119088763787966
4752,661,0,0,1,0,1,64,8,128751.65,2,1,0,189398.18,3,254,27.54,-3.5728386815926525
4755,708,0,1,0,0,1,59,2,0.0,1,1,0,179673.11,4,421,21.21,-1.0170982644979536
4766,630,1,0,0,0,1,49,1,0.0,2,0,1,162858.29,3,998,26.48,-3.675394305117584e-05
4779,737,1,0,0,0,1,45,2,0.0,2,0,1,177695.67,2,614,21.14,-3.638194002688476e-05
4782,850,1,0,0,0,1,53,7,65407.16,2,0,0,182633.63,1,480,22.3,-1.9260007541323012
4785,664,1,0,0,0,1,53,7,187602.18,1,1,0,186392.99,2,712,25.62,-0.4747392061214558
4789,757,1,0,0,0,1,44,9,0.0,2,1,0,177528.92,3,579,32.29,-2.9662885663079742e-05
4802,823,0,1,0,1,0,71,5,149105.08,1,0,1,162683.06,5,915,35.65,-9.901646383012741e-05
4833,617,0,1,0,0,1,79,7,0.0,1,1,1,160589.18,3,424,27.74,-0.00014690905355078937
4840,531,0,1,0,0,1,53,5,127642.44,1,1,0,141501.45,3,341,21.91,1.06014899069098
4870,669,0,1,0,1,0,50,4,149713.61,3,1,1,124872.42,4,329,29.29,-1.1448238270814948
4880,783,1,0,0,0,1,44,3,81811.71,1,1,0,164213.53,5,611,27.61,1.4417775396812906
4885,678,0,0,1,1,0,49,2,116933.11,1,1,0,195053.58,5,267,22.67,-0.25610793310477115
4887,711,0,0,1,0,1,53,5,123805.03,1,1,0,102428.51,5,806,32.56,0.00011979867174913082
4889,437,0,1,0,1,0,49,9,111634.29,2,0,1,166440.32,3,805,36.55,-4.287730246432364e-05
4905,741,0,1,0,0,1,44,7,0.0,2,1,1,190534.76,4,843,36.93,-5.1895930274625206e-05
4913,748,0,1,0,1,0,60,0,152335.7,1,1,0,126743.33,5,468,21.68,0.6639392228616053
4915,734,0,0,1,0,1,47,10,91522.04,2,1,1,138835.91,4,993,42.93,1.7179506679979317e-05
4920,682,1,0,0,0,1,50,10,128039.01,1,1,1,102260.16,4,947,40.47,0.0001393884629901639
4945,630,0,1,0,1,0,53,5,138053.67,1,0,1,114110.97,1,536,19.86,9.982790059151273e-05
4948,753,0,1,0,0,1,62,6,0.0,2,1,1,136398.9,4,494,31.94,-7.516451994350954e-05
4951,628,0,0,1,0,1,45,6,53667.44,1,1,0,115022.94,5,588,31.88,0.00014974092557485912
4962,689,0,0,1,1,0,45,0,130170.82,2,1,0,150856.38,3,855,21.55,9.498920564373192e-06
4975,638,1,0,0,0,1,55,2,155828.22,1,0,1,108987.25,2,381,16.81,1.914470224839849
4989,606,0,1,0,1,0,47,3,93578.68,2,0,1,137720.56,5,537,30.87,0.38174228353309425
4993,794,0,1,0,0,1,62,9,123681.32,3,1,0,173586.63,5,247,36.97,-4.3546504818359555
4994,554,0,1,0,0,1,44,6,92436.86,1,1,0,126033.9,4,938,32.38,0.00013735206187378575
4997,500,0,0,1,1,0,44,9,160838.13,2,1,0,196261.64,2,978,33.28,-6.16858383870553e-05
5006,733,0,1,0,1,0,48,5,0.0,1,0,1,117830.57,1,674,21.24,0.00012563937423356648
5011,575,0,0,1,1,0,49,7,121205.15,4,1,1,168080.53,2,227,28.77,-4.073265315022323
5016,682,0,1,0,1,0,50,6,121818.84,2,0,1,124151.37,1,813,26.130000000000003,2.298022969872322e-05
5019,556,0,1,0,0,1,51,8,61354.14,1,1,0,198810.65,4,647,32.47,-0.641938946047382
5020,823,0,0,1,0,1,53,4,124954.94,1,0,1,131259.6,1,242,15.42,1.4103284382778407
5021,491,0,0,1,0,1,68,1,95039.12,1,0,1,116471.14,5,897,29.47,-0.014335584066553723
5027,626,0,1,0,1,0,44,10,0.0,2,0,0,164287.86,4,627,37.27,-7.027740398786875e-06
5033,684,0,0,1,0,1,46,3,102955.14,2,1,0,154137.33,2,986,24.36,-2.543753614013156e-06
5037,699,0,0,1,1,0,59,3,106819.65,1,0,1,163570.25,5,557,29.07,-2.3325074810519444e-05
5039,612,0,1,0,0,1,63,2,126473.33,1,0,1,147545.65,5,633,28.33,-2.166756530630647e-05
5041,829,1,0,0,1,0,50,7,0.0,2,0,1,178458.86,2,332,25.82,-6.985659190688312e-05
5058,753,0,0,1,0,1,46,3,111512.75,3,1,0,159576.75,1,642,19.92,-1.8166549691847178
5065,558,0,1,0,0,1,47,9,0.0,2,1,0,103787.28,2,251,26.01,7.709395698565362e-05
5068,587,0,0,1,0,1,45,8,134980.74,1,1,1,123309.57,1,314,22.14,2.711639799481472
5069,712,1,0,0,0,1,79,5,108078.56,1,1,1,174118.93,2,583,23.33,-0.00017003770462854038
5090,688,0,0,1,1,0,45,9,103399.87,1,0,0,129870.93,1,632,24.82,0.0001243587876997368
5094,650,0,0,1,0,1,55,2,140891.46,3,1,1,179834.45,5,526,31.26,-3.6674647523591775
5096,705,1,0,0,0,1,46,5,89364.91,1,0,1,139162.15,4,336,26.86,0.0001020417597666192
5100,595,0,0,1,0,1,45,9,106000.12,1,0,0,191448.96,1,470,23.2,0.38188355924112016
5106,671,0,0,1,1,0,51,3,96891.46,1,1,0,176403.33,3,654,22.04,0.12419050707895893
5115,678,0,1,0,1,0,60,8,185648.56,1,0,0,192156.54,2,508,25.08,-1.5726061027078282
5126,542,1,0,0,1,0,54,8,105770.14,1,0,1,140929.98,4,780,35.8,0.9510016899134749
5135,850,0,1,0,0,1,55,10,98488.08,1,1,0,155879.57,4,814,37.14,0.31117328984604486
5138,698,0,1,0,0,1,51,6,144237.91,4,1,0,157143.61,4,915,38.15,-3.956693607651039
5140,700,1,0,0,1,0,47,4,0.0,1,1,0,121798.52,2,810,22.1,2.505931259668354
5149,731,1,0,0,1,0,70,3,0.0,2,1,1,141180.66,2,409,20.59,-0.00013481078423289807
5150,721,0,1,0,0,1,49,1,120108.56,1,0,1,183421.76,4,970,27.2,7.07944736899413e-06
5158,699,1,0,0,0,1,50,0,158633.61,1,1,0,193785.87,1,835,13.35,-1.707164981557363e-05
5160,762,1,0,0,0,1,69,9,183744.98,1,1,1,196993.69,3,323,29.73,-0.0001448013263076207
5161,510,0,1,0,1,0,44,6,0.0,2,1,1,175518.31,3,736,31.36,-2.6225815714009194e-05
5198,804,0,1,0,0,1,71,8,0.0,2,0,1,147995.96,5,455,37.55,-0.0001528953104733439
5213,742,0,0,1,1,0,55,5,155196.17,1,0,1,121207.66,5,862,35.12,1.4966417638601484
5224,662,1,0,0,0,1,72,7,140301.72,1,0,1,179258.67,4,832,34.82,-0.00013378591066413075
5236,645,0,1,0,0,1,68,9,0.0,4,1,1,176353.87,4,430,39.8,-6.8011819440618835
5240,766,0,0,1,1,0,44,3,116822.7,1,0,0,197643.24,1,544,14.94,1.4938311525993742e-05
5248,633,0,1,0,1,0,59,5,0.0,1,1,1,137273.97,2,532,22.82,2.162752850904245e-05
5257,713,1,0,0,0,1,48,1,163760.82,1,0,0,157381.14,2,239,11.89,1.1606382172322962
5273,850,0,1,0,1,0,47,6,0.0,1,1,0,187391.02,3,282,22.82,0.26325582350778254
5297,619,1,0,0,0,1,44,6,52831.13,1,1,1,112649.22,3,245,24.45,3.2048146463561227
5298,572,0,0,1,1,0,51,8,97750.07,3,1,1,193014.26,2,740,33.4,-3.603350286669635
5307,605,0,1,0,0,1,51,9,104760.82,1,1,1,165574.54,1,675,27.25,0.49443804050642676
5313,712,1,0,0,0,1,48,8,0.0,2,1,0,183235.33,2,923,31.23,-6.515380446368525e-05
5314,783,0,1,0,0,1,72,5,121215.9,2,1,1,105206.48,3,509,27.59,-8.61821391651579e-05
5327,720,1,0,0,0,1,59,6,0.0,2,1,1,160849.43,3,521,29.21,-1.9532951263562293
5332,637,0,0,1,0,1,46,2,143500.82,1,1,0,166996.46,2,372,14.72,1.0892533811714504
5337,530,0,1,0,0,1,55,4,120905.03,1,0,1,123475.88,5,746,32.46,1.4190889753887814
5342,646,0,1,0,0,1,51,4,101629.3,1,0,0,130541.1,5,639,29.39,8.460914950526668e-05
5344,727,0,1,0,1,0,47,7,0.0,2,1,0,193305.35,4,284,29.34,-7.593416298579383e-05
5357,839,0,0,1,1,0,47,2,136911.07,1,1,1,168184.62,3,674,22.74,0.9199425102032794
5362,589,0,1,0,1,0,46,9,0.0,2,1,0,170676.67,1,449,24.99,-3.081719724130051e-05
5364,771,1,0,0,1,0,51,5,135506.58,3,1,1,152479.64,5,853,39.03,-2.2174296922708394
5370,575,1,0,0,1,0,52,8,123925.23,1,0,0,111342.66,4,650,32.5,2.219995674001973
5378,642,0,1,0,1,0,72,1,160541.0,2,1,1,142223.94,5,836,30.86,-0.00014946223791972507
5395,637,1,0,0,0,1,44,0,157622.58,1,1,1,120454.2,1,879,15.79,0.00014689037074265085
5396,589,0,0,1,1,0,48,5,126111.61,1,0,1,133961.19,2,249,19.99,9.806462365445069e-05
5402,654,0,1,0,1,0,47,10,0.0,2,1,0,170481.98,1,584,27.84,-3.691838212151992e-05
5407,516,0,1,0,0,1,47,6,109387.33,1,0,0,121365.45,5,670,32.7,0.0001260306170200005
5425,580,0,0,1,1,0,44,9,143391.07,1,0,0,146891.07,4,567,33.17,2.034050368676588
5426,644,0,0,1,0,1,44,8,106022.73,2,0,0,148727.42,1,934,28.34,1.9572306710456056e-05
5433,599,1,0,0,1,0,51,0,0.0,1,1,1,175235.99,3,220,15.2,8.20474323253711e-06
5440,713,0,0,1,0,1,61,4,149525.34,2,1,0,123663.63,2,798,23.98,-4.6960004751253526e-05
5449,608,0,0,1,0,1,44,5,126147.84,1,0,1,132424.69,1,818,22.68,2.5286708676080902
5450,549,0,1,0,0,1,46,7,0.0,1,1,1,109057.56,2,940,29.9,0.0001535045405237472
5456,805,0,0,1,0,1,45,9,116585.97,1,1,0,189428.75,1,885,27.35,0.45095662922451674
5469,591,0,1,0,1,0,45,5,0.0,2,1,1,155492.87,2,235,21.85,1.5729973628741513e-06
5483,603,1,0,0,1,0,46,2,0.0,2,1,0,174478.54,1,393,13.93,-3.7316365716177665e-05
5491,655,1,0,0,0,1,78,2,0.0,2,0,1,188435.38,5,975,33.75,-0.0002670631404367178
5495,383,1,0,0,0,1,48,8,95808.19,1,0,0,137702.01,1,609,23.09,1.833488031708198
5525,641,0,1,0,0,1,53,0,123835.52,2,0,1,160110.65,5,223,23.23,-5.779294864984777e-05
5526,624,0,1,0,1,0,51,10,123401.43,2,1,1,127825.25,4,242,35.42,1.0265854944348319e-05
5527,579,0,0,1,1,0,49,4,169377.31,1,1,1,123535.05,1,650,19.5,0.0001094537572996627
5537,636,1,0,0,1,0,45,3,0.0,2,1,1,159463.8,3,306,22.56,-5.2151734772502905e-06
5542,587,1,0,0,1,0,51,3,83739.32,1,0,1,148798.45,3,882,26.32,5.339882575542816e-05
5551,733,0,1,0,0,1,44,6,168165.84,1,0,1,197193.49,2,225,21.25,1.5707143974650863e-05
5577,566,0,0,1,1,0,65,4,120100.41,1,1,0,107563.16,2,842,22.42,0.6762968221546333
5578,592,0,1,0,0,1,62,5,0.0,1,1,1,100941.57,1,938,23.880000000000003,6.443453771341454e-05
5579,687,1,0,0,0,1,50,5,0.0,2,1,0,110230.4,1,878,23.28,4.677765816516493e-05
5594,617,1,0,0,1,0,50,7,0.0,1,1,0,184839.7,3,488,26.38,-0.03557126006836469
5599,616,0,0,1,0,1,57,7,116936.81,1,1,1,104379.36,2,336,23.86,9.07277560410849e-05
5600,579,0,0,1,0,1,50,5,117721.02,1,0,1,192146.63,1,546,19.96,-0.2854027564245753
5602,704,1,0,0,0,1,44,9,153656.85,1,1,0,158742.81,5,890,39.4,8.14372839567096e-05
5603,796,0,1,0,0,1,50,1,94164.0,1,1,1,189414.74,2,971,21.21,-9.599350579779187e-06
5622,569,0,1,0,0,1,44,4,0.0,2,0,0,134394.78,1,592,18.92,4.4073471150524624e-05
5625,617,1,0,0,0,1,45,1,0.0,1,1,0,143298.06,4,323,18.73,0.00010140556204918131
5626,508,0,1,0,0,1,60,7,143262.04,1,1,1,129562.74,3,727,30.77,2.8375615121050066e-05
5629,681,0,0,1,0,1,44,3,105206.7,2,1,1,163558.36,2,923,25.73,-5.780684765000632e-06
5633,644,0,1,0,1,0,44,5,73348.56,1,1,0,157166.79,5,354,28.04,1.682712870748259
5652,521,0,0,1,0,1,61,0,125193.96,1,1,1,109356.53,4,312,19.12,5.648344841303902e-05
5656,695,1,0,0,1,0,63,1,146202.93,1,1,1,126688.83,3,703,21.53,0.2797432803074593
5660,546,0,1,0,0,1,52,2,0.0,1,1,0,137332.37,4,325,20.25,1.331380600480812
5667,636,1,0,0,1,0,60,7,124447.73,1,1,1,141364.62,2,359,24.09,0.16402219076220073
5672,743,0,1,0,0,1,73,6,0.0,2,0,1,107867.38,4,538,32.38,-9.716485879148239e-05
5687,644,1,0,0,0,1,46,6,12459.19,1,0,0,156787.34,1,896,22.96,1.4383137561962718
5690,722,1,0,0,0,1,50,4,132088.59,1,1,1,128262.14,5,761,32.61,9.493895558975661e-05
5699,682,1,0,0,0,1,64,9,0.0,2,1,1,103318.44,2,614,31.64,-3.148259157021754e-05
5702,625,0,0,1,0,1,49,4,128504.76,1,1,0,126812.63,2,583,19.83,2.0771207486082557
5722,696,0,0,1,1,0,49,5,97036.22,2,1,0,152450.84,1,594,20.44,-0.37927413205206756
5732,674,0,1,0,1,0,45,7,144889.18,1,1,1,102591.9,2,624,26.74,3.419998371017559
5736,585,1,0,0,0,1,44,4,0.0,2,0,1,101728.46,4,762,31.62,9.991544289975572e-05
5743,832,0,1,0,1,0,61,2,0.0,1,0,1,127804.66,2,748,20.48,0.49896480081012834
5755,714,0,0,1,0,1,45,9,106431.97,2,1,1,164117.69,5,696,41.46,-1.3170841391604582e-05
5756,717,0,1,0,1,0,50,9,90305.76,1,1,1,124626.57,3,404,30.54,0.00010115383982625315
5771,631,0,1,0,1,0,51,8,100654.8,1,1,0,171587.9,4,678,32.78,1.4441029986559367e-05
5784,624,0,1,0,1,0,71,7,0.0,2,1,1,108841.83,3,666,32.16,-8.596264645346894e-05
5786,753,0,1,0,1,0,48,4,0.0,2,0,1,146821.42,2,933,27.33,-2.9054540679552434e-06
5797,554,1,0,0,0,1,45,4,0.0,2,1,1,193412.05,2,957,27.57,-6.324856130409565e-05
5800,625,0,1,0,0,1,45,3,0.0,1,1,1,184474.15,5,375,27.25,0.620359529190232
5802,584,1,0,0,0,1,50,1,0.0,1,0,1,152567.75,2,290,14.4,1.0678400985778553
5809,684,0,1,0,1,0,60,2,116563.58,1,1,0,120257.7,1,969,17.689999999999998,0.8856896225113533
5822,671,0,0,1,0,1,47,7,114603.76,2,1,0,153194.32,4,499,31.49,-0.14732157982085675
5824,751,0,0,1,0,1,51,7,148074.79,1,1,0,146411.41,5,518,32.68,1.1496452811353364
5841,616,1,0,0,1,0,71,4,0.0,2,1,1,173599.38,5,954,36.54,-0.00019666349300274114
5848,517,0,1,0,0,1,45,4,0.0,1,0,0,172674.36,3,296,19.96,1.0238065572018666
5856,498,0,1,0,1,0,46,1,91857.66,1,1,0,101954.78,5,660,25.1,3.313095711660703
5862,562,0,1,0,1,0,48,3,92347.96,1,1,1,163116.75,1,876,20.26,4.822417765829892e-05
5867,735,0,1,0,0,1,53,8,123845.36,2,0,1,170454.93,5,415,37.15,-1.5095984012052321
5868,627,0,0,1,1,0,62,3,143426.34,2,1,1,143104.3,4,875,31.25,-8.662717497680664e-05
5894,605,1,0,0,0,1,48,10,150315.92,1,0,1,133486.36,4,653,37.53,9.887632951680949e-05
5905,692,0,0,1,1,0,45,6,142084.04,4,1,0,188305.85,5,322,35.22,-4.250044125427207
5908,526,1,0,0,1,0,66,7,132044.6,2,1,1,158365.89,4,789,36.39,-0.0001384523515578668
